"TIME","GEO","SEX","MARSTA","AGE","UNIT","Value","Flag and Footnotes"
"2012","Liechtenstein","Females","Persons in registered partnership","Total","Number","10",""
"2012","Liechtenstein","Females","Widowed persons","Total","Number",":","b"
"2012","Liechtenstein","Females","Divorced persons","Total","Number",":","b"
"2012","Norway","Total","Persons in registered partnership","Total","Number","2,094",""
"2012","Norway","Total","Widowed persons","Total","Number",":",""
"2012","Norway","Total","Divorced persons","Total","Number",":",""
"2012","Norway","Males","Persons in registered partnership","Total","Number","1,235",""
"2012","Norway","Males","Widowed persons","Total","Number",":",""
"2012","Norway","Males","Divorced persons","Total","Number",":",""
"2012","Norway","Females","Persons in registered partnership","Total","Number","859",""
"2012","Norway","Females","Widowed persons","Total","Number",":",""
"2012","Norway","Females","Divorced persons","Total","Number",":",""
"2012","Switzerland","Total","Persons in registered partnership","Total","Number","9,944",""
"2012","Switzerland","Total","Widowed persons","Total","Number",":",""
"2012","Switzerland","Total","Divorced persons","Total","Number",":",""
"2012","Switzerland","Males","Persons in registered partnership","Total","Number","6,900",""
"2012","Switzerland","Males","Widowed persons","Total","Number",":",""
"2012","Switzerland","Males","Divorced persons","Total","Number",":",""
"2012","Switzerland","Females","Persons in registered partnership","Total","Number","3,044",""
"2012","Switzerland","Females","Widowed persons","Total","Number",":",""
"2012","Switzerland","Females","Divorced persons","Total","Number",":",""
"2012","Turkey","Total","Persons in registered partnership","Total","Number",":",""
"2012","Turkey","Total","Widowed persons","Total","Number","3,017,052",""
"2012","Turkey","Total","Divorced persons","Total","Number","1,673,661",""
"2012","Turkey","Males","Persons in registered partnership","Total","Number",":",""
"2012","Turkey","Males","Widowed persons","Total","Number","428,257",""
"2012","Turkey","Males","Divorced persons","Total","Number","692,716",""
"2012","Turkey","Females","Persons in registered partnership","Total","Number",":",""
"2012","Turkey","Females","Widowed persons","Total","Number","2,588,795",""
"2012","Turkey","Females","Divorced persons","Total","Number","980,945",""
"2012","San Marino","Total","Persons in registered partnership","Total","Number",":",""
"2012","San Marino","Total","Widowed persons","Total","Number","1,850",""
"2012","San Marino","Total","Divorced persons","Total","Number","1,244",""
"2012","San Marino","Males","Persons in registered partnership","Total","Number",":",""
"2012","San Marino","Males","Widowed persons","Total","Number","287",""
"2012","San Marino","Males","Divorced persons","Total","Number","515",""
"2012","San Marino","Females","Persons in registered partnership","Total","Number",":",""
"2012","San Marino","Females","Widowed persons","Total","Number","1,563",""
"2012","San Marino","Females","Divorced persons","Total","Number","729",""
"2012","Azerbaijan","Total","Persons in registered partnership","Total","Number",":",""
"2012","Azerbaijan","Total","Widowed persons","Total","Number","498,900",""
"2012","Azerbaijan","Total","Divorced persons","Total","Number","132,834",""
"2012","Azerbaijan","Males","Persons in registered partnership","Total","Number",":",""
"2012","Azerbaijan","Males","Widowed persons","Total","Number","76,707",""
"2012","Azerbaijan","Males","Divorced persons","Total","Number","31,776",""
"2012","Azerbaijan","Females","Persons in registered partnership","Total","Number",":",""
"2012","Azerbaijan","Females","Widowed persons","Total","Number","422,193",""
"2012","Azerbaijan","Females","Divorced persons","Total","Number","101,058",""
"2013","Belgium","Total","Persons in registered partnership","Total","Number",":",""
"2013","Belgium","Total","Widowed persons","Total","Number",":",""
"2013","Belgium","Total","Divorced persons","Total","Number",":",""
"2013","Belgium","Males","Persons in registered partnership","Total","Number",":",""
"2013","Belgium","Males","Widowed persons","Total","Number",":",""
"2013","Belgium","Males","Divorced persons","Total","Number",":",""
"2013","Belgium","Females","Persons in registered partnership","Total","Number",":",""
"2013","Belgium","Females","Widowed persons","Total","Number",":",""
"2013","Belgium","Females","Divorced persons","Total","Number",":",""
"2013","Bulgaria","Total","Persons in registered partnership","Total","Number",":",""
"2013","Bulgaria","Total","Widowed persons","Total","Number",":",""
"2013","Bulgaria","Total","Divorced persons","Total","Number",":",""
"2013","Bulgaria","Males","Persons in registered partnership","Total","Number",":",""
"2013","Bulgaria","Males","Widowed persons","Total","Number",":",""
"2013","Bulgaria","Males","Divorced persons","Total","Number",":",""
"2013","Bulgaria","Females","Persons in registered partnership","Total","Number",":",""
"2013","Bulgaria","Females","Widowed persons","Total","Number",":",""
"2013","Bulgaria","Females","Divorced persons","Total","Number",":",""
"2013","Czechia","Total","Persons in registered partnership","Total","Number",":",""
"2013","Czechia","Total","Widowed persons","Total","Number","759,332",""
"2013","Czechia","Total","Divorced persons","Total","Number","1,123,824",""
"2013","Czechia","Males","Persons in registered partnership","Total","Number",":",""
"2013","Czechia","Males","Widowed persons","Total","Number","128,419",""
"2013","Czechia","Males","Divorced persons","Total","Number","495,817",""
"2013","Czechia","Females","Persons in registered partnership","Total","Number",":",""
"2013","Czechia","Females","Widowed persons","Total","Number","630,913",""
"2013","Czechia","Females","Divorced persons","Total","Number","628,007",""
"2013","Denmark","Total","Persons in registered partnership","Total","Number","8,675",""
"2013","Denmark","Total","Widowed persons","Total","Number",":",""
"2013","Denmark","Total","Divorced persons","Total","Number",":",""
"2013","Denmark","Males","Persons in registered partnership","Total","Number","4,173",""
"2013","Denmark","Males","Widowed persons","Total","Number",":",""
"2013","Denmark","Males","Divorced persons","Total","Number",":",""
"2013","Denmark","Females","Persons in registered partnership","Total","Number","4,502",""
"2013","Denmark","Females","Widowed persons","Total","Number",":",""
"2013","Denmark","Females","Divorced persons","Total","Number",":",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Persons in registered partnership","Total","Number",":",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Widowed persons","Total","Number","5,815,440",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Divorced persons","Total","Number","6,823,043",""
"2013","Germany (until 1990 former territory of the FRG)","Males","Persons in registered partnership","Total","Number",":",""
"2013","Germany (until 1990 former territory of the FRG)","Males","Widowed persons","Total","Number","1,182,436",""
"2013","Germany (until 1990 former territory of the FRG)","Males","Divorced persons","Total","Number","3,140,648",""
"2013","Germany (until 1990 former territory of the FRG)","Females","Persons in registered partnership","Total","Number",":",""
"2013","Germany (until 1990 former territory of the FRG)","Females","Widowed persons","Total","Number","4,633,004",""
"2013","Germany (until 1990 former territory of the FRG)","Females","Divorced persons","Total","Number","3,682,395",""
"2013","Germany including former GDR","Total","Persons in registered partnership","Total","Number",":",""
"2013","Germany including former GDR","Total","Widowed persons","Total","Number","5,815,440",""
"2013","Germany including former GDR","Total","Divorced persons","Total","Number","6,823,043",""
"2013","Germany including former GDR","Males","Persons in registered partnership","Total","Number",":",""
"2013","Germany including former GDR","Males","Widowed persons","Total","Number","1,182,436",""
"2013","Germany including former GDR","Males","Divorced persons","Total","Number","3,140,648",""
"2013","Germany including former GDR","Females","Persons in registered partnership","Total","Number",":",""
"2013","Germany including former GDR","Females","Widowed persons","Total","Number","4,633,004",""
"2013","Germany including former GDR","Females","Divorced persons","Total","Number","3,682,395",""
"2013","Estonia","Total","Persons in registered partnership","Total","Number",":",""
"2013","Estonia","Total","Widowed persons","Total","Number",":",""
"2013","Estonia","Total","Divorced persons","Total","Number",":",""
"2013","Estonia","Males","Persons in registered partnership","Total","Number",":",""
"2013","Estonia","Males","Widowed persons","Total","Number",":",""
"2013","Estonia","Males","Divorced persons","Total","Number",":",""
"2013","Estonia","Females","Persons in registered partnership","Total","Number",":",""
"2013","Estonia","Females","Widowed persons","Total","Number",":",""
"2013","Estonia","Females","Divorced persons","Total","Number",":",""
"2013","France","Total","Persons in registered partnership","Total","Number",":",""
"2013","France","Total","Widowed persons","Total","Number","3,693,682",""
"2013","France","Total","Divorced persons","Total","Number","4,059,838",""
"2013","France","Males","Persons in registered partnership","Total","Number",":",""
"2013","France","Males","Widowed persons","Total","Number","654,010",""
"2013","France","Males","Divorced persons","Total","Number","1,681,766",""
"2013","France","Females","Persons in registered partnership","Total","Number",":",""
"2013","France","Females","Widowed persons","Total","Number","3,039,672",""
"2013","France","Females","Divorced persons","Total","Number","2,378,072",""
"2013","France (metropolitan)","Total","Persons in registered partnership","Total","Number",":",""
"2013","France (metropolitan)","Total","Widowed persons","Total","Number","3,626,460",""
"2013","France (metropolitan)","Total","Divorced persons","Total","Number","3,985,943",""
"2013","France (metropolitan)","Males","Persons in registered partnership","Total","Number",":",""
"2013","France (metropolitan)","Males","Widowed persons","Total","Number","641,562",""
"2013","France (metropolitan)","Males","Divorced persons","Total","Number","1,652,469",""
"2013","France (metropolitan)","Females","Persons in registered partnership","Total","Number",":",""
"2013","France (metropolitan)","Females","Widowed persons","Total","Number","2,984,898",""
"2013","France (metropolitan)","Females","Divorced persons","Total","Number","2,333,474",""
"2013","Italy","Total","Persons in registered partnership","Total","Number",":",""
"2013","Italy","Total","Widowed persons","Total","Number",":",""
"2013","Italy","Total","Divorced persons","Total","Number",":",""
"2013","Italy","Males","Persons in registered partnership","Total","Number",":",""
"2013","Italy","Males","Widowed persons","Total","Number",":",""
"2013","Italy","Males","Divorced persons","Total","Number",":",""
"2013","Italy","Females","Persons in registered partnership","Total","Number",":",""
"2013","Italy","Females","Widowed persons","Total","Number",":",""
"2013","Italy","Females","Divorced persons","Total","Number",":",""
"2013","Latvia","Total","Persons in registered partnership","Total","Number",":",""
"2013","Latvia","Total","Widowed persons","Total","Number","181,591",""
"2013","Latvia","Total","Divorced persons","Total","Number","249,989",""
"2013","Latvia","Males","Persons in registered partnership","Total","Number",":",""
"2013","Latvia","Males","Widowed persons","Total","Number","26,505",""
"2013","Latvia","Males","Divorced persons","Total","Number","91,756",""
"2013","Latvia","Females","Persons in registered partnership","Total","Number",":",""
"2013","Latvia","Females","Widowed persons","Total","Number","155,086",""
"2013","Latvia","Females","Divorced persons","Total","Number","158,233",""
"2013","Lithuania","Total","Persons in registered partnership","Total","Number",":",""
"2013","Lithuania","Total","Widowed persons","Total","Number","272,297",""
"2013","Lithuania","Total","Divorced persons","Total","Number","268,431",""
"2013","Lithuania","Males","Persons in registered partnership","Total","Number",":",""
"2013","Lithuania","Males","Widowed persons","Total","Number","35,881",""
"2013","Lithuania","Males","Divorced persons","Total","Number","100,036",""
"2013","Lithuania","Females","Persons in registered partnership","Total","Number",":",""
"2013","Lithuania","Females","Widowed persons","Total","Number","236,416",""
"2013","Lithuania","Females","Divorced persons","Total","Number","168,395",""
"2013","Luxembourg","Total","Persons in registered partnership","Total","Number",":",""
"2013","Luxembourg","Total","Widowed persons","Total","Number",":",""
"2013","Luxembourg","Total","Divorced persons","Total","Number",":",""
"2013","Luxembourg","Males","Persons in registered partnership","Total","Number",":",""
"2013","Luxembourg","Males","Widowed persons","Total","Number",":",""
"2013","Luxembourg","Males","Divorced persons","Total","Number",":",""
"2013","Luxembourg","Females","Persons in registered partnership","Total","Number",":",""
"2013","Luxembourg","Females","Widowed persons","Total","Number",":",""
"2013","Luxembourg","Females","Divorced persons","Total","Number",":",""
"2013","Hungary","Total","Persons in registered partnership","Total","Number","417",""
"2013","Hungary","Total","Widowed persons","Total","Number",":",""
"2013","Hungary","Total","Divorced persons","Total","Number",":",""
"2013","Hungary","Males","Persons in registered partnership","Total","Number","290",""
"2013","Hungary","Males","Widowed persons","Total","Number",":",""
"2013","Hungary","Males","Divorced persons","Total","Number",":",""
"2013","Hungary","Females","Persons in registered partnership","Total","Number","127",""
"2013","Hungary","Females","Widowed persons","Total","Number",":",""
"2013","Hungary","Females","Divorced persons","Total","Number",":",""
"2013","Malta","Total","Persons in registered partnership","Total","Number",":",""
"2013","Malta","Total","Widowed persons","Total","Number",":",""
"2013","Malta","Total","Divorced persons","Total","Number",":",""
"2013","Malta","Males","Persons in registered partnership","Total","Number",":",""
"2013","Malta","Males","Widowed persons","Total","Number",":",""
"2013","Malta","Males","Divorced persons","Total","Number",":",""
"2013","Malta","Females","Persons in registered partnership","Total","Number",":",""
"2013","Malta","Females","Widowed persons","Total","Number",":",""
"2013","Malta","Females","Divorced persons","Total","Number",":",""
"2013","Netherlands","Total","Persons in registered partnership","Total","Number","141,431",""
"2013","Netherlands","Total","Widowed persons","Total","Number",":",""
"2013","Netherlands","Total","Divorced persons","Total","Number",":",""
"2013","Netherlands","Males","Persons in registered partnership","Total","Number","70,712",""
"2013","Netherlands","Males","Widowed persons","Total","Number",":",""
"2013","Netherlands","Males","Divorced persons","Total","Number",":",""
"2013","Netherlands","Females","Persons in registered partnership","Total","Number","70,719",""
"2013","Netherlands","Females","Widowed persons","Total","Number",":",""
"2013","Netherlands","Females","Divorced persons","Total","Number",":",""
"2013","Romania","Total","Persons in registered partnership","Total","Number",":",""
"2013","Romania","Total","Widowed persons","Total","Number",":",""
"2013","Romania","Total","Divorced persons","Total","Number",":",""
"2013","Romania","Males","Persons in registered partnership","Total","Number",":",""
"2013","Romania","Males","Widowed persons","Total","Number",":",""
"2013","Romania","Males","Divorced persons","Total","Number",":",""
"2013","Romania","Females","Persons in registered partnership","Total","Number",":",""
"2013","Romania","Females","Widowed persons","Total","Number",":",""
"2013","Romania","Females","Divorced persons","Total","Number",":",""
"2013","Slovenia","Total","Persons in registered partnership","Total","Number",":",""
"2013","Slovenia","Total","Widowed persons","Total","Number","144,766",""
"2013","Slovenia","Total","Divorced persons","Total","Number","116,593",""
"2013","Slovenia","Males","Persons in registered partnership","Total","Number",":",""
"2013","Slovenia","Males","Widowed persons","Total","Number","23,374",""
"2013","Slovenia","Males","Divorced persons","Total","Number","48,696",""
"2013","Slovenia","Females","Persons in registered partnership","Total","Number",":",""
"2013","Slovenia","Females","Widowed persons","Total","Number","121,392",""
"2013","Slovenia","Females","Divorced persons","Total","Number","67,897",""
"2013","Slovakia","Total","Persons in registered partnership","Total","Number",":",""
"2013","Slovakia","Total","Widowed persons","Total","Number","383,242",""
"2013","Slovakia","Total","Divorced persons","Total","Number","436,010",""
"2013","Slovakia","Males","Persons in registered partnership","Total","Number",":",""
"2013","Slovakia","Males","Widowed persons","Total","Number","58,897",""
"2013","Slovakia","Males","Divorced persons","Total","Number","193,676",""
"2013","Slovakia","Females","Persons in registered partnership","Total","Number",":",""
"2013","Slovakia","Females","Widowed persons","Total","Number","324,345",""
"2013","Slovakia","Females","Divorced persons","Total","Number","242,334",""
"2013","Finland","Total","Persons in registered partnership","Total","Number","4,511",""
"2013","Finland","Total","Widowed persons","Total","Number",":",""
"2013","Finland","Total","Divorced persons","Total","Number",":",""
"2013","Finland","Males","Persons in registered partnership","Total","Number","1,908",""
"2013","Finland","Males","Widowed persons","Total","Number",":",""
"2013","Finland","Males","Divorced persons","Total","Number",":",""
"2013","Finland","Females","Persons in registered partnership","Total","Number","2,603",""
"2013","Finland","Females","Widowed persons","Total","Number",":",""
"2013","Finland","Females","Divorced persons","Total","Number",":",""
"2013","Sweden","Total","Persons in registered partnership","Total","Number","3,097",""
"2013","Sweden","Total","Widowed persons","Total","Number",":",""
"2013","Sweden","Total","Divorced persons","Total","Number",":",""
"2013","Sweden","Males","Persons in registered partnership","Total","Number","1,624",""
"2013","Sweden","Males","Widowed persons","Total","Number",":",""
"2013","Sweden","Males","Divorced persons","Total","Number",":",""
"2013","Sweden","Females","Persons in registered partnership","Total","Number","1,473",""
"2013","Sweden","Females","Widowed persons","Total","Number",":",""
"2013","Sweden","Females","Divorced persons","Total","Number",":",""
"2013","Iceland","Total","Persons in registered partnership","Total","Number","26,208",""
"2013","Iceland","Total","Widowed persons","Total","Number",":",""
"2013","Iceland","Total","Divorced persons","Total","Number",":",""
"2013","Iceland","Males","Persons in registered partnership","Total","Number","13,071",""
"2013","Iceland","Males","Widowed persons","Total","Number",":",""
"2013","Iceland","Males","Divorced persons","Total","Number",":",""
"2013","Iceland","Females","Persons in registered partnership","Total","Number","13,137",""
"2013","Iceland","Females","Widowed persons","Total","Number",":",""
"2013","Iceland","Females","Divorced persons","Total","Number",":",""
"2013","Liechtenstein","Total","Persons in registered partnership","Total","Number","23",""
"2013","Liechtenstein","Total","Widowed persons","Total","Number",":",""
"2013","Liechtenstein","Total","Divorced persons","Total","Number",":",""
"2013","Liechtenstein","Males","Persons in registered partnership","Total","Number","15",""
"2013","Liechtenstein","Males","Widowed persons","Total","Number",":",""
"2013","Liechtenstein","Males","Divorced persons","Total","Number",":",""
"2013","Liechtenstein","Females","Persons in registered partnership","Total","Number","8",""
"2013","Liechtenstein","Females","Widowed persons","Total","Number",":",""
"2013","Liechtenstein","Females","Divorced persons","Total","Number",":",""
"2013","Norway","Total","Persons in registered partnership","Total","Number","1,936",""
"2013","Norway","Total","Widowed persons","Total","Number",":",""
"2013","Norway","Total","Divorced persons","Total","Number",":",""
"2013","Norway","Males","Persons in registered partnership","Total","Number","1,141",""
"2013","Norway","Males","Widowed persons","Total","Number",":",""
"2013","Norway","Males","Divorced persons","Total","Number",":",""
"2013","Norway","Females","Persons in registered partnership","Total","Number","795",""
"2013","Norway","Females","Widowed persons","Total","Number",":",""
"2013","Norway","Females","Divorced persons","Total","Number",":",""
"2013","Switzerland","Total","Persons in registered partnership","Total","Number","11,057",""
"2013","Switzerland","Total","Widowed persons","Total","Number",":",""
"2013","Switzerland","Total","Divorced persons","Total","Number",":",""
"2013","Switzerland","Males","Persons in registered partnership","Total","Number","7,566",""
"2013","Switzerland","Males","Widowed persons","Total","Number",":",""
"2013","Switzerland","Males","Divorced persons","Total","Number",":",""
"2013","Switzerland","Females","Persons in registered partnership","Total","Number","3,491",""
"2013","Switzerland","Females","Widowed persons","Total","Number",":",""
"2013","Switzerland","Females","Divorced persons","Total","Number",":",""
"2013","Turkey","Total","Persons in registered partnership","Total","Number",":",""
"2013","Turkey","Total","Widowed persons","Total","Number",":",""
"2013","Turkey","Total","Divorced persons","Total","Number",":",""
"2013","Turkey","Males","Persons in registered partnership","Total","Number",":",""
"2013","Turkey","Males","Widowed persons","Total","Number",":",""
"2013","Turkey","Males","Divorced persons","Total","Number",":",""
"2013","Turkey","Females","Persons in registered partnership","Total","Number",":",""
"2013","Turkey","Females","Widowed persons","Total","Number",":",""
"2013","Turkey","Females","Divorced persons","Total","Number",":",""
"2013","San Marino","Total","Persons in registered partnership","Total","Number",":",""
"2013","San Marino","Total","Widowed persons","Total","Number","1,845",""
"2013","San Marino","Total","Divorced persons","Total","Number","1,281",""
"2013","San Marino","Males","Persons in registered partnership","Total","Number",":",""
"2013","San Marino","Males","Widowed persons","Total","Number","297",""
"2013","San Marino","Males","Divorced persons","Total","Number","535",""
"2013","San Marino","Females","Persons in registered partnership","Total","Number",":",""
"2013","San Marino","Females","Widowed persons","Total","Number","1,548",""
"2013","San Marino","Females","Divorced persons","Total","Number","746",""
"2013","Azerbaijan","Total","Persons in registered partnership","Total","Number",":",""
"2013","Azerbaijan","Total","Widowed persons","Total","Number","515,120",""
"2013","Azerbaijan","Total","Divorced persons","Total","Number","135,797",""
"2013","Azerbaijan","Males","Persons in registered partnership","Total","Number",":",""
"2013","Azerbaijan","Males","Widowed persons","Total","Number","79,211",""
"2013","Azerbaijan","Males","Divorced persons","Total","Number","32,512",""
"2013","Azerbaijan","Females","Persons in registered partnership","Total","Number",":",""
"2013","Azerbaijan","Females","Widowed persons","Total","Number","435,909",""
"2013","Azerbaijan","Females","Divorced persons","Total","Number","103,285",""
"2014","Belgium","Total","Persons in registered partnership","Total","Number",":",""
"2014","Belgium","Total","Widowed persons","Total","Number",":",""
"2014","Belgium","Total","Divorced persons","Total","Number",":",""
"2014","Belgium","Males","Persons in registered partnership","Total","Number",":",""
"2014","Belgium","Males","Widowed persons","Total","Number",":",""
"2014","Belgium","Males","Divorced persons","Total","Number",":",""
"2014","Belgium","Females","Persons in registered partnership","Total","Number",":",""
"2014","Belgium","Females","Widowed persons","Total","Number",":",""
"2014","Belgium","Females","Divorced persons","Total","Number",":",""
"2014","Bulgaria","Total","Persons in registered partnership","Total","Number",":",""
"2014","Bulgaria","Total","Widowed persons","Total","Number","665,224",""
"2014","Bulgaria","Total","Divorced persons","Total","Number","450,514",""
"2014","Bulgaria","Males","Persons in registered partnership","Total","Number",":",""
"2014","Bulgaria","Males","Widowed persons","Total","Number","118,399",""
"2014","Bulgaria","Males","Divorced persons","Total","Number","197,269",""
"2014","Bulgaria","Females","Persons in registered partnership","Total","Number",":",""
"2014","Bulgaria","Females","Widowed persons","Total","Number","546,825",""
"2014","Bulgaria","Females","Divorced persons","Total","Number","253,245",""
"2014","Czechia","Total","Persons in registered partnership","Total","Number",":",""
"2014","Czechia","Total","Widowed persons","Total","Number","755,720",""
"2014","Czechia","Total","Divorced persons","Total","Number","1,144,794",""
"2014","Czechia","Males","Persons in registered partnership","Total","Number",":",""
"2014","Czechia","Males","Widowed persons","Total","Number","128,717",""
"2014","Czechia","Males","Divorced persons","Total","Number","505,463",""
"2014","Czechia","Females","Persons in registered partnership","Total","Number",":",""
"2014","Czechia","Females","Widowed persons","Total","Number","627,003",""
"2014","Czechia","Females","Divorced persons","Total","Number","639,331",""
"2014","Denmark","Total","Persons in registered partnership","Total","Number","8,037",""
"2014","Denmark","Total","Widowed persons","Total","Number",":",""
"2014","Denmark","Total","Divorced persons","Total","Number",":",""
"2014","Denmark","Males","Persons in registered partnership","Total","Number","3,903",""
"2014","Denmark","Males","Widowed persons","Total","Number",":",""
"2014","Denmark","Males","Divorced persons","Total","Number",":",""
"2014","Denmark","Females","Persons in registered partnership","Total","Number","4,134",""
"2014","Denmark","Females","Widowed persons","Total","Number",":",""
"2014","Denmark","Females","Divorced persons","Total","Number",":",""
"2014","Germany (until 1990 former territory of the FRG)","Total","Persons in registered partnership","Total","Number","95,257",""
"2014","Germany (until 1990 former territory of the FRG)","Total","Widowed persons","Total","Number",":",""
"2014","Germany (until 1990 former territory of the FRG)","Total","Divorced persons","Total","Number",":",""
"2014","Germany (until 1990 former territory of the FRG)","Males","Persons in registered partnership","Total","Number","54,362",""
"2014","Germany (until 1990 former territory of the FRG)","Males","Widowed persons","Total","Number",":",""
"2014","Germany (until 1990 former territory of the FRG)","Males","Divorced persons","Total","Number",":",""
"2014","Germany (until 1990 former territory of the FRG)","Females","Persons in registered partnership","Total","Number","40,895",""
"2014","Germany (until 1990 former territory of the FRG)","Females","Widowed persons","Total","Number",":",""
"2014","Germany (until 1990 former territory of the FRG)","Females","Divorced persons","Total","Number",":",""
"2014","Germany including former GDR","Total","Persons in registered partnership","Total","Number","95,257",""
"2014","Germany including former GDR","Total","Widowed persons","Total","Number",":",""
"2014","Germany including former GDR","Total","Divorced persons","Total","Number",":",""
"2014","Germany including former GDR","Males","Persons in registered partnership","Total","Number","54,362",""
"2014","Germany including former GDR","Males","Widowed persons","Total","Number",":",""
"2014","Germany including former GDR","Males","Divorced persons","Total","Number",":",""
"2014","Germany including former GDR","Females","Persons in registered partnership","Total","Number","40,895",""
"2014","Germany including former GDR","Females","Widowed persons","Total","Number",":",""
"2014","Germany including former GDR","Females","Divorced persons","Total","Number",":",""
"2014","Estonia","Total","Persons in registered partnership","Total","Number",":",""
"2014","Estonia","Total","Widowed persons","Total","Number",":",""
"2014","Estonia","Total","Divorced persons","Total","Number",":",""
"2014","Estonia","Males","Persons in registered partnership","Total","Number",":",""
"2014","Estonia","Males","Widowed persons","Total","Number",":",""
"2014","Estonia","Males","Divorced persons","Total","Number",":",""
"2014","Estonia","Females","Persons in registered partnership","Total","Number",":",""
"2014","Estonia","Females","Widowed persons","Total","Number",":",""
"2014","Estonia","Females","Divorced persons","Total","Number",":",""
"2014","France","Total","Persons in registered partnership","Total","Number",":",""
"2014","France","Total","Widowed persons","Total","Number",":",""
"2014","France","Total","Divorced persons","Total","Number",":",""
"2014","France","Males","Persons in registered partnership","Total","Number",":",""
"2014","France","Males","Widowed persons","Total","Number",":",""
"2014","France","Males","Divorced persons","Total","Number",":",""
"2014","France","Females","Persons in registered partnership","Total","Number",":",""
"2014","France","Females","Widowed persons","Total","Number",":",""
"2014","France","Females","Divorced persons","Total","Number",":",""
"2014","France (metropolitan)","Total","Persons in registered partnership","Total","Number",":",""
"2014","France (metropolitan)","Total","Widowed persons","Total","Number",":",""
"2014","France (metropolitan)","Total","Divorced persons","Total","Number",":",""
"2014","France (metropolitan)","Males","Persons in registered partnership","Total","Number",":",""
"2014","France (metropolitan)","Males","Widowed persons","Total","Number",":",""
"2014","France (metropolitan)","Males","Divorced persons","Total","Number",":",""
"2014","France (metropolitan)","Females","Persons in registered partnership","Total","Number",":",""
"2014","France (metropolitan)","Females","Widowed persons","Total","Number",":",""
"2014","France (metropolitan)","Females","Divorced persons","Total","Number",":",""
"2014","Italy","Total","Persons in registered partnership","Total","Number",":",""
"2014","Italy","Total","Widowed persons","Total","Number","4,536,705",""
"2014","Italy","Total","Divorced persons","Total","Number","1,329,761",""
"2014","Italy","Males","Persons in registered partnership","Total","Number",":",""
"2014","Italy","Males","Widowed persons","Total","Number","738,219",""
"2014","Italy","Males","Divorced persons","Total","Number","529,444",""
"2014","Italy","Females","Persons in registered partnership","Total","Number",":",""
"2014","Italy","Females","Widowed persons","Total","Number","3,798,486",""
"2014","Italy","Females","Divorced persons","Total","Number","800,317",""
"2014","Latvia","Total","Persons in registered partnership","Total","Number",":",""
"2014","Latvia","Total","Widowed persons","Total","Number","180,434",""
"2014","Latvia","Total","Divorced persons","Total","Number","249,197",""
"2014","Latvia","Males","Persons in registered partnership","Total","Number",":",""
"2014","Latvia","Males","Widowed persons","Total","Number","26,563",""
"2014","Latvia","Males","Divorced persons","Total","Number","91,152",""
"2014","Latvia","Females","Persons in registered partnership","Total","Number",":",""
"2014","Latvia","Females","Widowed persons","Total","Number","153,871",""
"2014","Latvia","Females","Divorced persons","Total","Number","158,045",""
"2014","Lithuania","Total","Persons in registered partnership","Total","Number",":",""
"2014","Lithuania","Total","Widowed persons","Total","Number","256,109",""
"2014","Lithuania","Total","Divorced persons","Total","Number","260,147",""
"2014","Lithuania","Males","Persons in registered partnership","Total","Number",":",""
"2014","Lithuania","Males","Widowed persons","Total","Number","32,082",""
"2014","Lithuania","Males","Divorced persons","Total","Number","95,713",""
"2014","Lithuania","Females","Persons in registered partnership","Total","Number",":",""
"2014","Lithuania","Females","Widowed persons","Total","Number","224,027",""
"2014","Lithuania","Females","Divorced persons","Total","Number","164,434",""
"2014","Luxembourg","Total","Persons in registered partnership","Total","Number",":",""
"2014","Luxembourg","Total","Widowed persons","Total","Number",":",""
"2014","Luxembourg","Total","Divorced persons","Total","Number",":",""
"2014","Luxembourg","Males","Persons in registered partnership","Total","Number",":",""
"2014","Luxembourg","Males","Widowed persons","Total","Number",":",""
"2014","Luxembourg","Males","Divorced persons","Total","Number",":",""
"2014","Luxembourg","Females","Persons in registered partnership","Total","Number",":",""
"2014","Luxembourg","Females","Widowed persons","Total","Number",":",""
"2014","Luxembourg","Females","Divorced persons","Total","Number",":",""
"2014","Hungary","Total","Persons in registered partnership","Total","Number","462",""
"2014","Hungary","Total","Widowed persons","Total","Number",":",""
"2014","Hungary","Total","Divorced persons","Total","Number",":",""
"2014","Hungary","Males","Persons in registered partnership","Total","Number","320",""
"2014","Hungary","Males","Widowed persons","Total","Number",":",""
"2014","Hungary","Males","Divorced persons","Total","Number",":",""
"2014","Hungary","Females","Persons in registered partnership","Total","Number","142",""
"2014","Hungary","Females","Widowed persons","Total","Number",":",""
"2014","Hungary","Females","Divorced persons","Total","Number",":",""
"2014","Malta","Total","Persons in registered partnership","Total","Number",":",""
"2014","Malta","Total","Widowed persons","Total","Number",":",""
"2014","Malta","Total","Divorced persons","Total","Number",":",""
"2014","Malta","Males","Persons in registered partnership","Total","Number",":",""
"2014","Malta","Males","Widowed persons","Total","Number",":",""
"2014","Malta","Males","Divorced persons","Total","Number",":",""
"2014","Malta","Females","Persons in registered partnership","Total","Number",":",""
"2014","Malta","Females","Widowed persons","Total","Number",":",""
"2014","Malta","Females","Divorced persons","Total","Number",":",""
"2014","Netherlands","Total","Persons in registered partnership","Total","Number","153,723",""
"2014","Netherlands","Total","Widowed persons","Total","Number",":",""
